District,Latitude,Longitude,SubRetailer Draw ID
Fortuna Trade MMC,40.7659179,46.4046184,27087
Ceyhun Market Gəncə,40.7203512,46.4002724,11604.0677
Tbilisi Market Balakən,41.7345718,46.3939181,11604.2435
Nicat Daşdəmirov Səhrəddin,40.686335,46.3871978,11604.8739
Fortuna Trade MMC,40.6881089,46.385873,27045
Kamil Murquzov Ceyhun,40.6964117,46.3818641,11604.8646
Bəhruz İrzaquliyev Bəhlul,40.6919079,46.3777276,11604.8126
Mətləb Ələkbərov Aydın,40.7114062,46.3776485,11604.8738
Həsən Market Gəncə,40.6871578,46.3753861,11604.4512
İbrahim Tağıyev Raqib,40.6793499,46.374871,11604.8645
Kiosk İsgəndər Gəncə,40.6867183,46.3739637,11604.258
Müşviq Abbasov Tofiq,40.6777354,46.3728673,11604.8516
Elşad Heydarov Aydın,40.6772562,46.372224,11604.83
Kiosk Tariel Gəncə,40.6761907,46.3715032,11604.1183
Kəpəz Market Gəncə,40.694097,46.3669376,11604.1666
Rasim Vəliyev Uğur,40.6983813,46.3666421,11604.8647
Xəyal Qəmərli Elsevər,40.7054199,46.3665862,11604.874
Bayram Meyvə-tərəvəz Gəncə,40.6851774,46.366272,11604.1344
Fikrət Babayev Ramiz,40.6863384,46.365357,11604.8295
Əliyev Elçin Qiyas,40.6806431,46.3647799,11604.8559
Kamal Babayev Mansur,40.6692708,46.3640597,11604.8545
Rafiq Əsgərov İmamverdi,40.6787005,46.3637688,11604.8517
Elman Yusubov Şahmar,40.6827656,46.362201,11604.8307
Rasim Cəbrayılov Baba,40.6815978,46.3616377,11604.8518
Nəsib Şirinzadə Ayaz,40.6752599,46.3603024,11604.8737
Səyavuş Məmmədov Məhərrəm,40.678172,46.35957,11604.8309
İntizam Məmmədov İbrahim,40.68195,46.35954,11604.8515
Samir Cabbarov Ənvər,40.6814225,46.3588109,11604.8519
Dostluq Kafe Gəncə,40.6990482,46.3544225,11604.0666
Sadıllı Kafe Elşən Gəncə,40.7024106,46.3542885,11604.298
Mobitec Telekom Gəncə,40.7180281,46.3538488,11604.1373
Ozan Market Gəncə,40.6740413,46.3512762,11604.1665
84 Market Gəncə,40.7038454,46.3494806,11604.0941
Rəvan Market Göygöl,40.5890478,46.3451405,11604.0841
Elşən Market Samux İstixana,40.7733172,46.3401967,11604.07
020 Şərab evi Gəncə,40.6717633,46.335625,11604.0982
Xan Market Göygöl,40.5435057,46.3356035,11604.4505
Elşən Market Göy Göl,40.5870831,46.3353996,11604.1125
Faikoğlu Market Gəncə,40.662232,46.3288081,11604.132
Kiosk Sakit Göygöl,40.5990379,46.3276481,11604.1011
Yaşıl Market Gəncə,40.6737875,46.326045,11604.1324
SPAR Market Samux,40.7881322,46.3225231,11604.1141
Kamil Baqişov Ramiz,40.5916389,46.3210155,11604.8546
Leyla Market Göygöl,40.5826299,46.3171316,11604.0945
Lalə Market Gəncə,40.6357916,46.3155025,11604.0716
Azər Market Gəncə,40.7164297,46.3149908,11604.0987
Çinar Market Göy Göl,40.717163,46.2978858,11604.1601
Hafis Həsənov Qəzənfər,40.7218986,46.2818212,11604.7711
Coşqun Market Göy Göl,40.6794804,46.2735468,11604.1612
İsmayl Market Göy Göl,40.6791239,46.2657673,11604.1624
Əli Market Könüllü kənd Şəmkir,40.7841003,46.2439588,11604.2729
Gündüz Zeynalov Fikrət,40.9073518,46.1808793,11604.8528
Rzayev Qalib İslam,40.8355531,46.1489434,11604.856
Akif Cəlilov Qara,40.8361297,46.1476515,11604.8558
"	Elmir Meyvə-tərəvəz Şəmkir",40.8362499,46.1472901,11604.4656
Elmir Market Stansiya Şəmkir,40.8390775,46.1442557,11604.246
Orucov Habil Kamal,40.8014548,46.1203265,11604.8529
Taleh Market Stansiya Şəmkir,40.8173218,46.1178495,11604.2508
Tural Cəfərov Mübariz,40.8696633,46.0997309,11604.8532
Arzu Bayramov Nizami,40.5194844,46.0831723,11604.8306
Vəzir Market Dəllər Şəmkir,40.8681401,46.0357016,11604.2758
Ramil Quliyev Afiq,40.8344216,46.032879,11604.853
Samir Tağıyev Qaşqay,40.8254492,46.0305155,11604.8531
Zirəddin İbrahimov Davud,40.8258166,46.0297006,11604.8561
Əbülfəz Fətəliyev Həsən,38.9103807,46.0227658,11604.8571
Fuad Mirzəyev Nofəl,40.8410101,46.0224343,11604.8527
Fizuli Fətəliyev Məmməd,38.9064438,46.0197944,11604.8574
Qəhrəman Market Kraz yolu Şəmkir,40.8500804,46.0185518,11604.2713
Məmməd Tağıyev Vasif,38.9032738,46.0167887,11604.8581
Bərəkət Market Şəmkir,40.8218839,46.0164142,11604.2577
Elmir Market Şəmkir,40.8203111,46.0156592,11604.2647
Seymur Yəhyayev Qasım,38.8966995,46.0139091,11604.8059
Samir Market Kraz yolu Şəmkir,40.8314556,45.9959364,11604.2739
Sərfəli Market Zəyəm Şəmkir,40.9040523,45.8933999,11604.2512
Həsən Rüstəmov Qulu,38.9455839,45.8263909,11604.8577
Teymur Market Gədəbəy,40.6820589,45.8255926,11604.2973
Emil Allahverdiyev Elşən,40.5764036,45.8096646,11604.8311
Vidadi Rüstəmov Kamil,40.5740513,45.8072682,11604.831
Fortuna Trade MMC,40.5737281,45.8067698,27053
Elnur Hüseynov Zakir,40.5737281,45.8067698,11604.8513
Qarabala Market Tovuz,40.9540717,45.7270494,11604.128
GərGər Market Gərgər kənd Gədəbəy,40.5606326,45.7253452,11604.2656
Mehdi Abbasov Sadıq,39.4517439,45.6806908,11604.8048
Rəcəb İbrahimov Fəhrad,38.9540171,45.6348385,11604.8585
İlqar Bağırov İbrahim,38.9531779,45.6336287,11604.8578
Mələk Market Tovuz,40.9960497,45.6257396,11604.1187
Adil Market Tovuz,40.995949,45.6254736,11604.1242
Dursun Telekom Tovuz,40.9793922,45.6226217,11604.1186
Polad Market - Bazar Tovuz,40.9800655,45.6221184,11604.1178
Zahid Qarayev Abbasəli,40.9793546,45.6218098,11604.8557
Samir Nəbiyev Bəkir,40.9810141,45.6207013,11604.8368
İlqar Ələkbərov Hidayət,40.9899391,45.6198666,11604.8297
Favorit-Adil Market Tovuz,41.0007263,45.6183562,11604.173
Urxan Cəfərov Məmməd,40.9918817,45.6175851,11604.8312
Elfaq Telekom Tovuz,40.992112,45.6136835,11604.1885
Məmməd Cəfərov Nuru,40.9921257,45.613457,11604.8308
Əflatun Market Saratofka Gədəbəy,40.5989677,45.5967817,11604.2545
Şəmi Market İvanovka Gədəbəy,40.5950745,45.5848926,11604.2544
Asəf Zeynalov Nurəddin,39.1080461,45.5815571,11604.857
Mehmanoğlu Market İvanovka Gədəbəy,40.5580504,45.5643151,11604.2547
Talıb Talıbov Qasım,39.2518702,45.515168,11604.8061
Əli Hacıyev Zeyqəm,39.2520406,45.4680912,11604.8319
Pərvin Bağırov Abdulla,39.1199595,45.4651881,11604.8344
Sahib Salmanov Əsgər,39.1171813,45.4650259,11604.8648
Canpolad Ələkbərov Əli,41.1131263,45.4432349,11604.7657
Alı Hacıyev Fərəc,39.2024245,45.4265742,11604.8567
Fuad Qurbanov Qurban,39.2056841,45.4255465,11604.8575
Alik Cəfərov Rəhim,39.1936023,45.4080272,11604.8568
Tural Məmmədov Misirail,39.1932661,45.4076267,11604.8299
Vüqar Məmmədov Cəfər,39.2088023,45.4070292,11604.8062
Yasir Bağırov Sabir,39.208896,45.4067363,11604.8587
Elxan Qasımov Əli,39.212457,45.4062321,11604.8573
Əmrah Əsgərov Cəlil,39.2106093,45.406084,11604.8322
Arzu Səfərli Səfər,39.1918309,45.4029764,11604.8569
Haqverdi Cəfərov Budaq,39.2186081,45.402405,11604.8576
Müseyib Rəşidov Ədalət,39.1888779,45.3911637,11604.8583
Qardaşlar Market Naxçıvan Xıncov,39.2106247,45.3908491,11604.8053
Nihad Talıbov Vaqif,39.1870075,45.3864539,11604.8584
Kiosk Cahad Qazax,41.0908202,45.3615475,11604.1392
Kiosk 022 Qazax,41.0907925,45.361121,11604.2684
Kamil Şaxtaxtinski Aslan,41.0906846,45.3608554,11604.8298
Saloğlu Market,41.2727994,45.3589031,11604.2417
Rövşən Rüstəmov Ramiz,39.4005428,45.1120779,11604.8057
İmaməddin Həbibov Əyyub,39.4004799,45.1079682,11604.8579
Rahib İbrahimli Məmməd,39.4990678,45.0550806,11604.8054
Yusif Bağırov Süleyman,39.5554639,44.9861961,11604.8588
Tofiq Kazımov Əli,39.5550837,44.9850314,11604.8586
Mübariz Mehdiyev Rüstəm,39.715266,44.8805755,11604.8582
Poçt şöbəsi 1138,40.385826,49.802727,23500000
Poçt şöbəsi 3500,41.092396,45.360203,23500004
Poçt şöbəsi 6300,40.212368,47.708491,23500005
Poçt şöbəsi 3400,41.420435,46.928851,23500006
Poçt şöbəsi 4800,41.068826,47.464028,23500007
Poçt şöbəsi 1500,39.209803,48.502545,23500009
Poçt şöbəsi 2300,40.651865,47.741089,23500010
Poçt şöbəsi 1000,40.373592,49.849079,23500012
Poçt şöbəsi 5600,40.635502,48.639033,23500013
Poçt Şöbəsi 0600,40.567338,48.400314,23500014
Poçt şöbəsi 3300,40.347622,48.169834,23500016
Poçt şöbəsi 2000,40.673136,46.357543,23500020
Poçt şöbəsi 0700,38.452755,48.874802,23500021
Poçt şöbəsi 0300,40.645426,47.471353,23500022
Poçt şöbəsi 5200,39.595909,48.984928,23500025
Poçt şöbəsi 1200,39.770813,47.61298,23500026
Poçt şöbəsi 4200,38.753651,48.852787,23500027
Poçt şöbəsi 1700,41.199661,48.98357,23500030
Poçt şöbəsi 2700,41.464943,48.801781,23500031
Poçt şöbəsi 4000,41.363415,48.537853,23500032
Poçt şöbəsi 3600,40.786369,48.145962,23500033
Poçt şöbəsi 0100,40.45041,49.75124,23500034
Poçt şöbəsi 0119,40.533222,49.779564,23500036
Poçt şöbəsi 0121,40.534222,49.719059,23500037
Poçt şöbəsi 0200,40.191837,47.200771,23500038
Poçt şöbəsi 0500,41.11274,45.441475,23500039
Poçt şöbəsi 0800,41.725868,46.406948,23500040
Poçt şöbəsi 1001,40.367443,49.831219,23500041
Poçt şöbəsi 1002,40.418587,49.937904,23500042
Poçt şöbəsi 1005,40.373285,49.83481,23500043
Poçt şöbəsi 1007,40.390865,49.841784,23500044
Poçt şöbəsi 1017,40.395569,49.792652,23500045
Poçt şöbəsi 1022,40.388695,49.836224,23500047
Poçt şöbəsi 1025,40.378141,49.865565,23500049
Poçt şöbəsi 1027,40.361015,49.946884,23500050
Poçt şöbəsi 1039,40.530237,50.009344,23500052
Poçt şöbəsi 1041,40.516457,50.112389,23500054
Poçt şöbəsi 1042,40.421707,49.999188,23500055
Poçt şöbəsi 1044,40.486794,50.161591,23500056
Poçt şöbəsi 1047,40.400055,49.976288,23500057
Poçt şöbəsi 1048,40.395363,49.972229,23500058
Poçt şöbəsi 1050,40.432957,50.032936,23500059
Poçt şöbəsi 1056,40.365573,50.213907,23500060
Poçt şöbəsi 1059,40.5471,49.913887,23500061
Poçt şöbəsi 1065,40.384167,49.824295,23500062
Poçt şöbəsi 1073,40.36787,49.816681,23500063
Poçt şöbəsi 1074,40.386124,49.905617,23500064
Poçt şöbəsi 1083,40.222935,49.576946,23500065
Poçt şöbəsi 1088,40.378208,50.08375,23500066
Poçt şöbəsi 1090,40.526505,50.098276,23500067
Poçt şöbəsi 1102,40.408119,49.810123,23500069
Poçt şöbəsi 1106,40.41111,49.835632,23500071
Poçt şöbəsi 1112,40.442097,49.977119,23500072
Poçt şöbəsi 1122,40.394333,49.803459,23500073
Poçt şöbəsi 1123,40.372833,49.946171,23500074
Poçt şöbəsi 1132,40.416714,49.964409,23500075
Poçt şöbəsi 1135,40.555887,49.88844,23500076
Poçt şöbəsi 1154,40.392143,49.877213,23500077
Poçt şöbəsi 1400,39.633896,48.143898,23500078
Poçt şöbəsi 1600,40.523089,46.081678,23500079
Poçt şöbəsi 1900,39.447754,47.341152,23500080
Poçt şöbəsi 2002,40.665532,46.360972,23500081
Poçt şöbəsi 2008,40.710654,46.37612,23500082
Poçt şöbəsi 2012,40.709151,46.367053,23500084
Poçt şöbəsi 2019,40.685702,46.345959,23500085
Poçt şöbəsi 2024,40.675632,46.326915,23500086
Poçt şöbəsi 2001,40.689934,46.365925,23500087
Poçt şöbəsi 2500,40.572248,46.322844,23500088
Poçt şöbəsi 2717,41.632381,48.681282,23500089
Poçt şöbəsi 3100,40.786202,48.146355,23500090
Poçt şöbəsi 3800,41.421913,48.421406,23500092
Poçt şöbəsi 4300,38.773994,48.414963,23500093
Poçt şöbəsi 4500,40.771935,47.051624,23500094
Poçt şöbəsi 4700,39.375889,49.244114,23500095
Poçt şöbəsi 5000,40.595154,49.666607,23500096
Poçt şöbəsi 5001,40.575871,49.686661,23500097
Poçt şöbəsi 5008,40.575718,49.676113,23500098
Poçt şöbəsi 5021,40.573296,49.708538,23500099
Poçt şöbəsi 5100,40.755142,46.396435,23500100
Poçt şöbəsi 5112,40.745407,46.474167,23500101
Poçt şöbəsi 5116,40.789898,46.315117,23500102
Poçt şöbəsi 5129,40.761414,46.371166,23500103
Poçt şöbəsi 5300,41.076721,49.11079,23500104
Poçt şöbəsi 5700,40.831276,46.02631,23500105
Poçt şöbəsi 6023,40.934917,45.755245,23500106
Poçt şöbəsi 6200,41.633152,46.649883,23500107
Poçt şöbəsi 1130,40.417778,49.839993,23500108
Poçt şöbəsi 6000,40.99163,45.617632,23500109
Poçt şöbəsi 6600,40.612697,47.14645,23500110
Poçt şöbəsi 0417,40.040086,47.417157,23500111
Poçt Şöbəsi 2200,40.60785,46.788208,23500112
Poçt Şöbəsi 1159,40.479988,49.987391,23500113
Poçt Şöbəsi 0155,40.466085,49.625556,23500114
Poçt şöbəsi 4511,40.758825,46.975982,23500115
Poçt şöbəsi 6024,41.026836,45.602509,23500116
Poçt şöbəsi 1023,40.332258,49.819657,23500117
Poçt Şöbəsi 0155,40.466085,49.625556,23501.0017
Poçt Şöbəsi 0325,40.55588,47.427971,23501.0021
Poçt Şöbəsi 0430,40.097725,47.31699,23501.0029
Poçt Şöbəsi 0601,40.568516,48.394928,23501.0033
Poçt Şöbəsi 0715,38.533024,48.806011,23501.0038
Poçt Şöbəsi 0717,38.607429,48.819973,23501.0039
Poçt Şöbəsi 0719,38.465244,48.810116,23501.0040
Poçt Şöbəsi 0815,41.64403,46.56086,23501.0043
Poçt Şöbəsi 1003,40.345272,49.840439,23501.0052
Poçt Şöbəsi 1021,40.338039,49.806198,23501.0066
Poçt Şöbəsi 1038,40.459114,49.922729,23501.0079
Poçt Şöbəsi 1040,40.427803,49.957707,23501.0081
Poçt Şöbəsi 1045,40.448452,50.088944,23501.0086
Poçt Şöbəsi 1092,40.417088,49.967293,23501.0114
Poçt Şöbəsi 1118,40.413506,49.941914,23501.0128
Poçt Şöbəsi 1216,39.630028,47.712704,23501.0152
Poçt Şöbəsi 1225,39.634213,47.685833,23501.0157
Poçt Şöbəsi 1711,41.329301,48.870407,23501.0183
Poçt Şöbəsi 2006,40.642438,46.342494,23501.0198
Poçt Şöbəsi 2215,40.632481,46.85936,23501.0205
Poçt Şöbəsi 2216,40.698793,46.571953,23501.0206
Poçt Şöbəsi 2227,40.655644,46.549773,23501.0209
Poçt Şöbəsi 2303,40.649533,47.747803,23501.0217
Poçt Şöbəsi 2418,40.049917,48.718755,23501.0228
Poçt Şöbəsi 2731,41.542038,48.613609,23501.0240
Poçt Şöbəsi 3000,39.871311,48.061565,23501.0241
Poçt Şöbəsi 3300,40.347622,48.169834,23501.0243
Poçt Şöbəsi 3400,41.420435,46.928851,23501.0244
Poçt Şöbəsi 3412,41.334835,46.761272,23501.0246
Poçt Şöbəsi 3413,41.320217,46.799805,23501.0247
Poçt Şöbəsi 3419,41.425064,46.942978,23501.0252
Poçt Şöbəsi 3422,41.304157,46.834438,23501.0255
Poçt Şöbəsi 3425,41.42651,46.70266,23501.0257
Poçt Şöbəsi 4012,41.387592,48.425911,23501.0273
Poçt Şöbəsi 5615,40.493084,48.679287,23501.0336
Poçt Şöbəsi 5730,40.901196,45.892254,23501.0350
Poçt Şöbəsi 6035,40.947731,45.736977,23501.0353
Poçt Şöbəsi 6612,40.631313,46.988541,23501.0363
Poçt Şöbəsi 6619,40.71479,47.21881,23501.0368
Poçt Şöbəsi 6625,40.506115,47.085709,23501.0373
Poçt Şöbəsi 4212,38.890386,48.76217,23501.0380
Poçt Şöbəsi 4221,38.7381,48.8079,23501.0383
Poçt Şöbəsi 4223,38.659973,48.841091,23501.0384
Poçt Şöbəsi 4510,40.753929,47.094089,23501.1587
Poçt Şöbəsi 3114,40.7407533,48.0343155,23501.1595
Poçt Şöbəsi 3123,40.84827,48.385548,23501.1599
Poçt Şöbəsi 3126,40.739787,48.270282,23501.1602
Poçt Şöbəsi 3128,40.878891,48.068497,23501.1604
Poçt Şöbəsi 3136,40.915783,48.045769,23501.1607
Poçt Şöbəsi 0511,41.114842,45.451057,23501.1626
Poçt Şöbəsi 0942,40.317059,47.126167,23501.1638
Poçt Şöbəsi 0943,40.383595,47.035652,23501.1639
Poçt Şöbəsi 1061,40.496498,50.197311,23501.1640
Poçt Şöbəsi 1521,39.261345,48.502525,23501.1646
Poçt Şöbəsi 1528,39.33662,48.430111,23501.1648
Poçt Şöbəsi 2011,40.68753,46.381089,23501.1660
Poçt Şöbəsi 2730,41.763546,48.579056,23501.1674
Poçt Şöbəsi 3327,40.376274,48.193096,23501.1680
Poçt Şöbəsi 3519,41.101947,45.257603,23501.1682
Poçt Şöbəsi 3611,41.008385,47.778355,23501.1685
Poçt Şöbəsi 3623,40.940691,47.666315,23501.1687
Poçt Şöbəsi 3819,41.505772,48.249207,23501.1691
Poçt Şöbəsi 4226,38.813755,48.701809,23501.1694
Poçt Şöbəsi 4437,38.917694,48.706696,23501.1696
Poçt Şöbəsi 4704,39.386082,49.245506,23501.1698
Poçt Şöbəsi 4819,40.926256,47.459963,23501.1703
Poçt Şöbəsi 4824,40.940074,47.592916,23501.1704
Poçt Şöbəsi 5101,40.754845,46.386345,23501.1716
Poçt Şöbəsi 5518,40.97521,47.117885,23501.1726
Poçt Şöbəsi 5713,40.776906,46.112077,23501.1730
Poçt Şöbəsi 5724,40.899246,45.91964,23501.1731
Poçt Şöbəsi 5729,40.886162,45.822029,23501.1733
Poçt Şöbəsi 5738,40.806599,46.260185,23501.1735
Poçt Şöbəsi 5743,40.813056,46.223601,23501.1736
Poçt Şöbəsi 5918,40.36433,46.949898,23501.1740
Poçt Şöbəsi 5923,40.294128,46.984837,23501.1743
Poçt Şöbəsi 6118,40.485919,47.570741,23501.1752
Poçt Şöbəsi 6231,41.444755,46.577087,23501.1762
Poçt Şöbəsi 6301,40.22744,47.707561,23501.1765
Poçt Şöbəsi 6601,40.619451,47.150506,23501.1773
MÖHLÜD ALLAHVERDİYEV PİRƏMMƏD,40.8525,47.6781,23501.2272
ƏFSANƏ RƏHİMOVA AFİQ,41.156,45.4352,23501.2538
ZAFTA AĞAYEVA QAMƏT,39.9809,47.3785,23501.2740
Poçt Şöbəsi 5924,40.262398,47.017017,23501.2805
Poçt Şöbəsi 1120,40.371661,50.284599,23501.2998
Poçt Şöbəsi 1115,40.430252,49.84951,23501.3025
Poçt Şöbəsi 2237,40.541775,46.775665,23501.3026
Poçt Şöbəsi 4823,40.961266,47.517606,23501.3044
Amid Rəhimov,40.396368,49.95311,10200
Sadıq Məmmədov,41.205707,47.165414,10204
Elçin Şirinov,40.413632,49.846873,10229
Teymur Süleymanov,39.44754039,47.33912378,10466
Müzəffər Qarayev,40.002828,48.470481,10423
Nazim Əliyev,40.574329,45.807047,10437
Astan Talıbov,39.867351,48.059844,10438
Talıb Tağıyev,40.390366,49.961971,10276
Aytən Məmmədova,40.4489,50.087635,10277
Mirzə Aslanov,40.529935,49.713198,10234
Elçin Əhmədov,40.401447,49.868272,10233
Anar Behbudov,40.603306,46.784047,10235
İltifat Talıbzadə,39.869971,48.05936,10237
Seyfəddin Vəliyev,40.386664,49.960974,10188
Orxan Məmmədzadə,40.597107,49.663232,10134
Rəsul Dadayev,40.42644,49.854061,10441
Əzizağa Abasov,40.322208,49.740404,10316
ROTAS İnternational MMC,40.641417,46.340325,10269
Ruslan Cəbrayılov,39.958763,48.94852,10302
Sahib Aydəmirov,41.360022,48.518732,10299
Daşqın Mehdiyev,40.420717,49.815085,10429
Ramil Kosayev,41.63235,46.650329,10452
Zaur Ocaqverdiyev,39.77321737,47.62167727,10449
Rauf Zeynalov,40.399958,49.825487,10293
Natiq Salahov,40.45439,49.746012,10420
Cəlal Rüstəmov,40.37356,47.112164,10104
Cəlal Rüstəmov ,40.37385,47.113487,10105
Hacı Məmmədov,40.586099,49.666889,10112
Sadiq Vəliyev,40.379326,49.851043,10124
Seymur Əhmədov,40.774583,47.002273,10130
Vasif İbrahimov,40.664199,47.756669,10132
Aynur Alı-Hüseynova,40.439585,49.811395,10292
Samir Əsgərov,40.928804,45.818703,10264
Samir İmanverdiyev,40.59029,49.677065,10266
İlkin Mikayılov,38.686057,48.825481,10267
Amil Orucov,40.616058,47.138374,10283
Ruslan Cəbrayılov,39.936678,48.927893,10399
Anar İbrahimov,40.580358,49.681,10402
Ramin Hüseynov,40.50991,47.65239,10403
Samir Əbülqasımlı,40.569797,49.688374,10362
Kənan Fətiyev,40.413599,49.810881,10365
Ceyhun Qasımlı,40.385185,49.829318,10374
Emin Sadıqov,40.397782,49.826884,10383
Kamran Abbasov,40.681798,46.33347,10377
Anar İbrahimov,40.573333,49.68375,10380
Samir İmanverdiyev,40.578589,49.674589,10333
Əhməd Əhmədli,40.423745,49.816691,10384
Turan Əliməmmədov,40.409073,49.844685,10320
Talıb Tağıyev,40.377422,49.846622,10349
Etibar Dadaşov,40.635914,48.639356,10324
Məhərrəm Qasımov,40.430324,49.957052,10325
Vüqar Tağıyev,40.369862,49.952338,10390
Rafiq Zeynalov,39.589034,48.97471,10406
Tural İsmayılov,40.401447,49.868272,10392
Talıb Feyzullayev,38.471062,48.870376,10398
Xəlil İsmayılzadə,40.406721,49.816341,10382
Ələddin Həsənli,40.352936,46.936193,10341
Amid Rəhimov,40.360044,50.072412,10328
Anar İbrahimov,40.587169,49.678649,10329
Ramiz Qurbanov,40.406614,49.806746,10323
Toğrul Əliyev,40.226305,47.708149,10314
Sərvan Cəfərov,40.67875957,46.36302402,10451
Rövşən Beybudov,40.559769,49.696773,10439
Elvin Cəfərov,40.766628,46.990348,10440
Əli Həsənzadə,40.407999,49.868296,10443
Anar Məlikov,40.60198,49.66791,10445
Həbib Hüseynov,40.417429,49.813094,10446
Fuad Cabbarov,40.58417923,49.67826073,10447
Elgiz Zamanov,40.40376101,49.97304755,10448
İsmət Vəliyev,40.40561,49.868145,10113
Rəşad Hüseynli,40.398324,49.872727,10287
AKSION MMC,39.938145,48.363944,10290
Xalid Əyyubzadə,40.598439,49.673966,10318
Şahin Məmmədov,40.492151,49.752605,10183
Sənan Əkbərov,40.3868,49.904506,10435
İsmət Vəliyev,40.425199,49.83985,10432
Azad Paşazadə,40.417608,49.932449,10433
Rüfət Bağırov,40.394221,49.844282,10176
Talıb Tağıyev,40.391859,49.957861,10181
Talıb Tağıyev,40.361405,49.96103,10182
Tural İsmayılov,40.422083,49.969633,10404
Fuad Rəhimov,40.524077,50.101919,10363
Cəlal Rüstəmov,40.383266,47.135042,10366
Ariz Yusifov,41.076133,49.111671,10379
Əbülqasim Əliyev,40.593064,49.673942,10415
Taryel Mahmudov,41.114913,45.450971,10369
Ülvi Mehrəliyev,40.414675,49.939367,10368
Mübariz Məmmədov,40.044784,48.934755,10344
Şahlar İsmaylov,40.360937,49.957668,10345
Seymur Əhmədov,40.764926,47.040314,10356
Vüsal Cəfərov,40.603892,49.664596,10411
Nofəl Əskərli,39.461633,48.56093,10248
Taleh Abbasov,40.408666,49.956068,10251
Elşən Əhmədov,40.419152,50.006762,10148
Mirzə Aslanov,40.56125,49.69375,10160
Vüqar Əsgərov,41.197712,48.986365,10142
Elman Babayev,40.406774,49.945348,10144
Elman Babayev,40.427169,49.957511,10145
Şahin Əliyev,40.494744,49.85529,10147
Tural Qiyasi,40.462457,49.740248,10149
Bəxtiyar Abbasov,40.460116,49.74524,10152
Rəşad Həmidov,41.463278,48.802444,10155
Natiq Əsgərov,40.421469,49.961353,10156
İlahi Səfərov,40.674449,46.360366,10165
İlahi Səfərov,40.67875,46.363028,10166
Rövşən Quliyev,40.712998,46.368371,10167
Mürsəl Nəzərov,41.461118,48.79773,10170
Famil İbrahimov,40.375255,47.122386,10230
Nitro MMC,40.649401,47.739209,10252
Orxan Məmmədzadə,40.588623,49.669232,10258
Seymur Sariyev,40.453048,49.784746,10261
Rauf Zeynalov,40.381948,49.823915,10291
Zamin Hacıyev,41.431223,48.443448,10245
Ənvər Tağıyev,40.99056,45.61932,10430
Yaqub Mahmudov,40.7634197,47.06143273,10455
Rauf Kərimov,40.427278,49.847694,10467
Əhməd Əhmədli,40.46681513,49.82691035,10462
Vüsal Nəsibov,40.584917,49.680306,10461
Pərviz Mahmudov,41.09163478,45.36267162,10469
Fərhad Bayramov,40.67776784,46.35618454,10470
Dmitriy Qovosari,40.94112489,47.66601854,10471
Zaur Zeynalov,40.639709,47.746524,10458
Amid Rəhimov,40.223222,49.578417,10459
Zaur Zeynalov,40.61479915,48.01348781,10468
Elvin Cəfərov,40.76668,46.990312,10426
Səddam Ələkbərov,41.37089264,48.51927643,10454
Elşad Hacıyev,40.41169603,49.81417108,10463
Rövşən Bəşirov,39.02283001,48.659396,10464
Şamil Quliyev,40.475917,49.944667,10465
Elgiz Zamanov,40.436705,49.959042,10457
Elşad Hacıyev,40.40225,49.809028,10460
Taleh Abbasov,40.371152,49.955417,10434
Astan Talıbov,39.870292,48.060645,18044
Astan Talıbov,39.871426,48.061382,18045
Asiman Əlisazadə,39.03855,48.675563,18043
Rəşad Həmidov,41.466167,48.803839,18028
Fuad Cabbarov,40.583989,49.678553,18062
Aytən Məmmədova,40.448892,50.087403,18063
Sadıq Məmmədov,41.415415,46.892218,18036
Asya Hüseynova,40.508509,46.819452,18039
Hacı Məmmədov,40.598029,49.651883,18024
Talıb Feyzullayev,38.470661,48.869989,18033
Davud Məmmədov,38.778656,48.82483,18017
Elgiz Zamanov,40.404043,49.973168,18064
Vüqar Əsgərov,41.146241,49.069508,18021
Fəxrəddin Zeynalov,41.457328,48.802429,18018
Elnur Hüseynov,40.573721,45.806823,18004
Aynurə Abbasova,40.448288,50.088068,18008
Rafail Mehdiyev,40.431082,49.956169,18051
Vüsal Cəfərov,40.59718,49.658802,18052
Natiq Məmmədov,41.45093593,48.7983851,18068
Arzu Mehtiyev,40.700056,46.366417,18066
